image_path,class,filename
unclassified/poultry_microscopy_0179.jpg,unclassified,poultry_microscopy_0179.jpg
unclassified/poultry_microscopy_0197.jpg,unclassified,poultry_microscopy_0197.jpg
unclassified/poultry_microscopy_0069.jpg,unclassified,poultry_microscopy_0069.jpg
unclassified/poultry_microscopy_0329.jpg,unclassified,poultry_microscopy_0329.jpg
unclassified/poultry_microscopy_0239.jpg,unclassified,poultry_microscopy_0239.jpg
unclassified/poultry_microscopy_0192.tif,unclassified,poultry_microscopy_0192.tif
unclassified/poultry_microscopy_0139.jpg,unclassified,poultry_microscopy_0139.jpg
unclassified/poultry_microscopy_0180.jpg,unclassified,poultry_microscopy_0180.jpg
unclassified/poultry_microscopy_0294.jpg,unclassified,poultry_microscopy_0294.jpg
unclassified/poultry_microscopy_0006.tif,unclassified,poultry_microscopy_0006.tif
unclassified/poultry_microscopy_0111.jpg,unclassified,poultry_microscopy_0111.jpg
unclassified/poultry_microscopy_0245.jpg,unclassified,poultry_microscopy_0245.jpg
unclassified/poultry_microscopy_0066.jpg,unclassified,poultry_microscopy_0066.jpg
unclassified/poultry_microscopy_0367.jpg,unclassified,poultry_microscopy_0367.jpg
unclassified/poultry_microscopy_0407.jpg,unclassified,poultry_microscopy_0407.jpg
unclassified/poultry_microscopy_0338.jpg,unclassified,poultry_microscopy_0338.jpg
unclassified/poultry_microscopy_0414.jpg,unclassified,poultry_microscopy_0414.jpg
unclassified/poultry_microscopy_0075.jpg,unclassified,poultry_microscopy_0075.jpg
unclassified/poultry_microscopy_0208.jpg,unclassified,poultry_microscopy_0208.jpg
unclassified/poultry_microscopy_0336.jpg,unclassified,poultry_microscopy_0336.jpg
unclassified/poultry_microscopy_0104.jpg,unclassified,poultry_microscopy_0104.jpg
unclassified/poultry_microscopy_0310.jpg,unclassified,poultry_microscopy_0310.jpg
unclassified/poultry_microscopy_0168.jpg,unclassified,poultry_microscopy_0168.jpg
unclassified/poultry_microscopy_0096.jpg,unclassified,poultry_microscopy_0096.jpg
unclassified/poultry_microscopy_0042.jpg,unclassified,poultry_microscopy_0042.jpg
unclassified/poultry_microscopy_0357.jpg,unclassified,poultry_microscopy_0357.jpg
unclassified/poultry_microscopy_0025.tif,unclassified,poultry_microscopy_0025.tif
unclassified/poultry_microscopy_0312.jpg,unclassified,poultry_microscopy_0312.jpg
unclassified/poultry_microscopy_0158.jpg,unclassified,poultry_microscopy_0158.jpg
unclassified/poultry_microscopy_0045.jpg,unclassified,poultry_microscopy_0045.jpg
unclassified/poultry_microscopy_0406.jpg,unclassified,poultry_microscopy_0406.jpg
unclassified/poultry_microscopy_0206.jpg,unclassified,poultry_microscopy_0206.jpg
unclassified/poultry_microscopy_0281.jpg,unclassified,poultry_microscopy_0281.jpg
unclassified/poultry_microscopy_0065.jpg,unclassified,poultry_microscopy_0065.jpg
unclassified/poultry_microscopy_0038.jpg,unclassified,poultry_microscopy_0038.jpg
unclassified/poultry_microscopy_0314.jpg,unclassified,poultry_microscopy_0314.jpg
unclassified/poultry_microscopy_0416.jpg,unclassified,poultry_microscopy_0416.jpg
unclassified/poultry_microscopy_0289.jpg,unclassified,poultry_microscopy_0289.jpg
unclassified/poultry_microscopy_0452.jpg,unclassified,poultry_microscopy_0452.jpg
unclassified/poultry_microscopy_0374.jpg,unclassified,poultry_microscopy_0374.jpg
unclassified/poultry_microscopy_0415.jpg,unclassified,poultry_microscopy_0415.jpg
unclassified/poultry_microscopy_0296.jpg,unclassified,poultry_microscopy_0296.jpg
unclassified/poultry_microscopy_0133.jpg,unclassified,poultry_microscopy_0133.jpg
unclassified/poultry_microscopy_0347.jpg,unclassified,poultry_microscopy_0347.jpg
unclassified/poultry_microscopy_0015.jpg,unclassified,poultry_microscopy_0015.jpg
unclassified/poultry_microscopy_0227.jpg,unclassified,poultry_microscopy_0227.jpg
unclassified/poultry_microscopy_0355.jpg,unclassified,poultry_microscopy_0355.jpg
unclassified/poultry_microscopy_0409.jpg,unclassified,poultry_microscopy_0409.jpg
unclassified/poultry_microscopy_0253.jpg,unclassified,poultry_microscopy_0253.jpg
unclassified/poultry_microscopy_0285.jpg,unclassified,poultry_microscopy_0285.jpg
unclassified/poultry_microscopy_0089.jpg,unclassified,poultry_microscopy_0089.jpg
unclassified/poultry_microscopy_0074.jpg,unclassified,poultry_microscopy_0074.jpg
unclassified/poultry_microscopy_0051.jpg,unclassified,poultry_microscopy_0051.jpg
unclassified/poultry_microscopy_0398.jpg,unclassified,poultry_microscopy_0398.jpg
unclassified/poultry_microscopy_0233.jpg,unclassified,poultry_microscopy_0233.jpg
unclassified/poultry_microscopy_0067.jpg,unclassified,poultry_microscopy_0067.jpg
unclassified/poultry_microscopy_0081.jpg,unclassified,poultry_microscopy_0081.jpg
unclassified/poultry_microscopy_0016.jpg,unclassified,poultry_microscopy_0016.jpg
unclassified/poultry_microscopy_0458.jpg,unclassified,poultry_microscopy_0458.jpg
unclassified/poultry_microscopy_0023.tif,unclassified,poultry_microscopy_0023.tif
unclassified/poultry_microscopy_0265.jpg,unclassified,poultry_microscopy_0265.jpg
unclassified/poultry_microscopy_0423.jpg,unclassified,poultry_microscopy_0423.jpg
unclassified/poultry_microscopy_0418.jpg,unclassified,poultry_microscopy_0418.jpg
unclassified/poultry_microscopy_0031.jpg,unclassified,poultry_microscopy_0031.jpg
unclassified/poultry_microscopy_0193.tif,unclassified,poultry_microscopy_0193.tif
unclassified/poultry_microscopy_0378.jpg,unclassified,poultry_microscopy_0378.jpg
unclassified/poultry_microscopy_0000.jpg,unclassified,poultry_microscopy_0000.jpg
unclassified/poultry_microscopy_0220.jpg,unclassified,poultry_microscopy_0220.jpg
unclassified/poultry_microscopy_0101.jpg,unclassified,poultry_microscopy_0101.jpg
unclassified/poultry_microscopy_0431.jpg,unclassified,poultry_microscopy_0431.jpg
unclassified/poultry_microscopy_0103.jpg,unclassified,poultry_microscopy_0103.jpg
unclassified/poultry_microscopy_0361.jpg,unclassified,poultry_microscopy_0361.jpg
unclassified/poultry_microscopy_0017.jpg,unclassified,poultry_microscopy_0017.jpg
unclassified/poultry_microscopy_0234.jpg,unclassified,poultry_microscopy_0234.jpg
unclassified/poultry_microscopy_0175.jpg,unclassified,poultry_microscopy_0175.jpg
unclassified/poultry_microscopy_0110.jpg,unclassified,poultry_microscopy_0110.jpg
unclassified/poultry_microscopy_0411.jpg,unclassified,poultry_microscopy_0411.jpg
unclassified/poultry_microscopy_0165.jpg,unclassified,poultry_microscopy_0165.jpg
unclassified/poultry_microscopy_0154.jpg,unclassified,poultry_microscopy_0154.jpg
unclassified/poultry_microscopy_0291.jpg,unclassified,poultry_microscopy_0291.jpg
unclassified/poultry_microscopy_0122.jpg,unclassified,poultry_microscopy_0122.jpg
unclassified/poultry_microscopy_0400.jpg,unclassified,poultry_microscopy_0400.jpg
unclassified/poultry_microscopy_0012.jpg,unclassified,poultry_microscopy_0012.jpg
unclassified/poultry_microscopy_0322.jpg,unclassified,poultry_microscopy_0322.jpg
unclassified/poultry_microscopy_0167.jpg,unclassified,poultry_microscopy_0167.jpg
unclassified/poultry_microscopy_0462.jpg,unclassified,poultry_microscopy_0462.jpg
unclassified/poultry_microscopy_0198.jpg,unclassified,poultry_microscopy_0198.jpg
unclassified/poultry_microscopy_0383.jpg,unclassified,poultry_microscopy_0383.jpg
unclassified/poultry_microscopy_0225.jpg,unclassified,poultry_microscopy_0225.jpg
unclassified/poultry_microscopy_0448.jpg,unclassified,poultry_microscopy_0448.jpg
unclassified/poultry_microscopy_0093.jpg,unclassified,poultry_microscopy_0093.jpg
unclassified/poultry_microscopy_0305.jpg,unclassified,poultry_microscopy_0305.jpg
unclassified/poultry_microscopy_0324.jpg,unclassified,poultry_microscopy_0324.jpg
unclassified/poultry_microscopy_0086.jpg,unclassified,poultry_microscopy_0086.jpg
unclassified/poultry_microscopy_0307.jpg,unclassified,poultry_microscopy_0307.jpg
unclassified/poultry_microscopy_0068.jpg,unclassified,poultry_microscopy_0068.jpg
unclassified/poultry_microscopy_0451.jpg,unclassified,poultry_microscopy_0451.jpg
unclassified/poultry_microscopy_0445.jpg,unclassified,poultry_microscopy_0445.jpg
unclassified/poultry_microscopy_0144.jpg,unclassified,poultry_microscopy_0144.jpg
unclassified/poultry_microscopy_0371.jpg,unclassified,poultry_microscopy_0371.jpg
unclassified/poultry_microscopy_0438.jpg,unclassified,poultry_microscopy_0438.jpg
unclassified/poultry_microscopy_0126.jpg,unclassified,poultry_microscopy_0126.jpg
unclassified/poultry_microscopy_0356.jpg,unclassified,poultry_microscopy_0356.jpg
unclassified/poultry_microscopy_0228.jpg,unclassified,poultry_microscopy_0228.jpg
unclassified/poultry_microscopy_0120.jpg,unclassified,poultry_microscopy_0120.jpg
unclassified/poultry_microscopy_0115.jpg,unclassified,poultry_microscopy_0115.jpg
